worker_age,employment_attrition_flag,travel_frequency,compensation_daily_rate,org_department,worker_commute_distance,education_level_code,education_field,worker_id,survey_environment_satisfaction,worker_gender,compensation_hourly_rate,survey_job_involvement,org_job_level,org_job_role,survey_job_satisfaction,worker_marital_status,compensation_monthly_salary,compensation_monthly_rate,career_companies_worked_count,work_overtime_flag,compensation_salary_hike_pct,performance_rating_code,survey_relationship_satisfaction,compensation_stock_option_level,career_total_years,training_sessions_last_year,survey_work_life_balance,tenure_total_years,tenure_current_role_years,tenure_years_since_promotion,tenure_years_with_manager,worker_status
29,0,RARE,441,Research & Development,8,1,Other,1544,3,F,39,1,2,Healthcare Representative,1,Married,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7,Active
33,0,RARE,575,Research & Development,25,3,Life Sciences,1545,4,M,44,2,2,Manufacturing Director,2,Single,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2,Active
45,0,RARE,950,Research & Development,28,3,Technical Degree,1546,4,M,97,3,1,Research Scientist,4,Married,2132,4585,4,0,20,4,4,1,8,3,3,5,4,0,3,Active
42,0,FREQ,288,Research & Development,2,3,Life Sciences,1547,4,M,40,3,3,Healthcare Representative,4,Married,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,Active
40,0,RARE,1342,Sales,9,2,Medical,1548,1,M,47,3,2,Sales Executive,1,Married,5473,19345,0,0,12,3,4,0,9,5,4,8,4,7,1,Active
33,0,RARE,589,Research & Development,28,4,Life Sciences,1549,2,M,79,3,2,Laboratory Technician,3,Married,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,Active
40,0,RARE,898,Human Resources,6,2,Medical,1550,3,M,38,3,4,Manager,4,Single,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,Active
24,0,RARE,350,Research & Development,21,2,Technical Degree,1551,3,M,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,Active
40,0,NONE,1142,Research & Development,8,2,Life Sciences,1552,4,M,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,Active
45,0,RARE,538,Research & Development,1,4,Technical Degree,1553,1,M,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,0,12,3,1,3,10,4,3,10,8,7,7,Active
35,0,RARE,1402,Sales,28,4,Life Sciences,1554,2,F,98,2,1,Sales Representative,3,Married,2430,26204,0,0,23,4,1,2,6,5,3,5,3,4,2,Active
32,0,RARE,824,Research & Development,5,2,Life Sciences,1555,4,F,67,2,2,Research Scientist,2,Married,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,Active
36,0,RARE,1157,Sales,2,4,Life Sciences,1556,3,M,70,3,1,Sales Representative,4,Single,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2,Active
48,0,RARE,492,Sales,16,4,Life Sciences,1557,3,F,96,3,2,Sales Executive,3,Divorced,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,Active
29,0,RARE,598,Research & Development,9,3,Life Sciences,1558,3,M,91,4,1,Research Scientist,3,Married,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,Active
33,0,RARE,1242,Sales,8,4,Life Sciences,1560,1,M,46,3,2,Sales Executive,1,Married,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,Active
30,1,RARE,740,Sales,1,3,Life Sciences,1562,2,M,64,2,2,Sales Executive,1,Married,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,Terminated
38,0,FREQ,888,Human Resources,10,4,Human Resources,1563,3,M,71,3,2,Human Resources,3,Married,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,Active
35,0,RARE,992,Research & Development,1,3,Medical,1564,4,M,68,2,1,Laboratory Technician,1,Single,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,Active
30,0,RARE,1288,Sales,29,4,Technical Degree,1568,3,M,33,3,3,Sales Executive,2,Married,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,Active
35,1,RARE,104,Research & Development,2,3,Life Sciences,1569,1,F,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,Terminated
53,1,RARE,607,Research & Development,2,5,Technical Degree,1572,3,F,78,2,3,Manufacturing Director,4,Married,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9,Terminated
38,1,RARE,903,Research & Development,2,3,Medical,1573,3,M,81,3,2,Manufacturing Director,2,Married,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,Terminated
32,0,NONE,1200,Research & Development,1,4,Technical Degree,1574,4,M,62,3,2,Research Scientist,1,Married,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,Active
48,0,RARE,1108,Research & Development,15,4,Other,1576,3,F,65,3,1,Research Scientist,1,Married,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,Active
34,0,RARE,479,Research & Development,7,4,Medical,1577,1,M,35,3,1,Research Scientist,4,Single,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,Active
55,0,RARE,685,Sales,26,5,Marketing,1578,3,M,60,2,5,Manager,4,Married,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,Active
34,0,RARE,1351,Research & Development,1,4,Life Sciences,1580,2,M,45,3,2,Research Scientist,4,Married,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,Active
26,0,RARE,474,Research & Development,3,3,Life Sciences,1581,1,F,89,3,1,Research Scientist,4,Married,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,Active
38,0,RARE,1245,Sales,14,3,Life Sciences,1582,3,M,80,3,2,Sales Executive,2,Married,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,Active
38,0,RARE,437,Sales,16,3,Life Sciences,1583,2,F,90,3,2,Sales Executive,2,Single,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,Active
36,0,RARE,884,Sales,1,4,Life Sciences,1585,2,F,73,3,2,Sales Executive,3,Single,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,Active
29,0,RARE,1370,Research & Development,3,1,Medical,1586,2,M,87,3,1,Laboratory Technician,1,Single,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,Active
35,0,RARE,670,Research & Development,10,4,Medical,1587,1,F,51,3,2,Healthcare Representative,3,Single,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,Active
39,0,RARE,1462,Sales,6,3,Medical,1588,4,M,38,4,3,Sales Executive,3,Married,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,Active
29,0,FREQ,995,Research & Development,2,1,Life Sciences,1590,1,M,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,Active
50,0,RARE,264,Sales,9,3,Marketing,1591,3,M,59,3,5,Manager,3,Married,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,Active
23,0,RARE,977,Research & Development,10,3,Technical Degree,1592,4,M,45,4,1,Research Scientist,3,Married,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,Active
36,0,FREQ,1302,Research & Development,6,4,Life Sciences,1594,1,M,80,4,2,Laboratory Technician,1,Married,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,Active
42,0,RARE,1059,Research & Development,9,2,Other,1595,4,M,93,2,5,Manager,4,Single,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,Active
35,0,RARE,750,Research & Development,28,3,Life Sciences,1596,2,M,46,4,2,Laboratory Technician,3,Married,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,Active
34,0,FREQ,653,Research & Development,10,4,Technical Degree,1597,4,M,92,2,2,Healthcare Representative,3,Married,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,Active
40,0,RARE,118,Sales,14,2,Life Sciences,1598,4,F,84,3,2,Sales Executive,1,Married,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,Active
43,0,RARE,990,Research & Development,27,3,Technical Degree,1599,4,M,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,Active
35,0,RARE,1349,Research & Development,7,2,Life Sciences,1601,3,M,63,2,1,Laboratory Technician,4,Married,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,Active
46,0,RARE,563,Sales,1,4,Life Sciences,1602,4,M,56,4,4,Manager,1,Single,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,Active
28,1,RARE,329,Research & Development,24,3,Medical,1604,3,M,51,3,1,Laboratory Technician,2,Married,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,Terminated
22,0,NONE,457,Research & Development,26,2,Other,1605,2,F,85,2,1,Research Scientist,3,Married,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,Active
50,0,FREQ,1234,Research & Development,20,5,Medical,1606,2,M,41,3,4,Healthcare Representative,3,Married,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,Active
32,0,RARE,634,Research & Development,5,4,Other,1607,2,F,35,4,1,Research Scientist,4,Married,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,Active
44,0,RARE,1313,Research & Development,7,3,Medical,1608,2,F,31,3,5,Research Director,4,Divorced,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10,Active
30,0,RARE,241,Research & Development,7,3,Medical,1609,2,M,48,2,1,Research Scientist,2,Married,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,Active
45,0,RARE,1015,Research & Development,5,5,Medical,1611,3,F,50,1,2,Laboratory Technician,1,Single,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,Active
45,0,NONE,336,Sales,26,3,Marketing,1612,1,M,52,2,2,Sales Executive,1,Married,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,Active
31,0,FREQ,715,Sales,2,4,Other,1613,4,M,54,3,2,Sales Executive,1,Single,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,Active
36,0,RARE,559,Research & Development,12,4,Life Sciences,1614,3,F,76,3,2,Manufacturing Director,3,Married,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,Active
34,0,FREQ,426,Research & Development,10,4,Life Sciences,1615,3,M,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,Active
49,0,RARE,722,Research & Development,25,4,Life Sciences,1617,3,F,84,3,1,Laboratory Technician,1,Married,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,Active
39,0,RARE,1387,Research & Development,10,5,Medical,1618,2,M,76,3,2,Manufacturing Director,1,Married,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,Active
27,0,RARE,1302,Research & Development,19,3,Other,1619,4,M,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,Active
35,0,RARE,819,Research & Development,18,5,Life Sciences,1621,2,M,48,4,2,Research Scientist,1,Married,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,Active
28,0,RARE,580,Research & Development,27,3,Medical,1622,2,F,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,Active
21,0,RARE,546,Research & Development,5,1,Medical,1623,3,M,97,3,1,Research Scientist,4,Single,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,Active
18,1,FREQ,544,Sales,3,2,Medical,1624,2,F,70,3,1,Sales Representative,4,Single,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,Terminated
47,0,RARE,1176,Human Resources,26,4,Life Sciences,1625,4,F,98,3,5,Manager,3,Married,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,Active
39,0,RARE,170,Research & Development,3,2,Medical,1627,3,M,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,Active
40,0,RARE,884,Research & Development,15,3,Life Sciences,1628,1,F,80,2,3,Manufacturing Director,3,Married,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,Active
35,0,NONE,208,Research & Development,8,4,Life Sciences,1630,3,F,52,3,2,Healthcare Representative,3,Married,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,Active
37,0,RARE,671,Research & Development,19,3,Life Sciences,1631,3,M,85,3,2,Manufacturing Director,3,Married,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,Active
39,0,FREQ,711,Research & Development,4,3,Medical,1633,1,F,81,3,2,Manufacturing Director,3,Single,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,Active
45,0,RARE,1329,Research & Development,2,2,Other,1635,4,F,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,Active
38,0,RARE,397,Research & Development,2,2,Medical,1638,4,F,54,2,3,Manufacturing Director,3,Married,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,Active
35,1,RARE,737,Sales,10,3,Medical,1639,4,M,55,2,3,Sales Executive,1,Married,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,Terminated
37,0,RARE,1470,Research & Development,10,3,Medical,1640,2,F,71,3,1,Research Scientist,2,Married,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,Active
40,0,RARE,448,Research & Development,16,3,Life Sciences,1641,3,F,84,3,3,Manufacturing Director,4,Single,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,Active
44,0,FREQ,602,Human Resources,1,5,Human Resources,1642,1,M,37,3,2,Human Resources,4,Married,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,Active
48,0,FREQ,365,Research & Development,4,5,Medical,1644,3,M,89,2,4,Manager,4,Married,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,Active
35,1,RARE,763,Sales,15,2,Medical,1645,1,M,59,1,2,Sales Executive,4,Divorced,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,Terminated
24,0,FREQ,567,Research & Development,2,1,Technical Degree,1646,1,F,32,3,1,Research Scientist,4,Single,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,Active
27,0,RARE,486,Research & Development,8,3,Medical,1647,2,F,86,4,1,Research Scientist,3,Married,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,Active
27,0,FREQ,591,Research & Development,2,3,Medical,1648,4,M,87,3,1,Research Scientist,4,Single,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,Active
40,1,RARE,1329,Research & Development,7,3,Life Sciences,1649,1,M,73,3,1,Laboratory Technician,1,Single,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,Terminated
29,0,RARE,469,Sales,10,3,Medical,1650,3,M,42,2,2,Sales Executive,3,Single,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,Active
36,0,RARE,711,Research & Development,5,4,Life Sciences,1651,2,F,42,3,3,Healthcare Representative,1,Married,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,Active
25,0,FREQ,772,Research & Development,2,1,Life Sciences,1653,4,M,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,Active
39,0,RARE,492,Research & Development,12,3,Medical,1654,4,M,66,3,2,Manufacturing Director,2,Married,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,Active
49,0,RARE,301,Research & Development,22,4,Other,1655,1,F,72,3,4,Research Director,2,Married,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,Active
50,0,RARE,813,Research & Development,17,5,Life Sciences,1656,4,F,50,2,3,Research Director,1,Divorced,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,Active
20,0,RARE,1141,Sales,2,3,Medical,1657,3,F,31,3,1,Sales Representative,3,Single,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,Active
34,0,RARE,1130,Research & Development,3,3,Life Sciences,1658,4,F,66,3,2,Research Scientist,2,Divorced,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,Active
36,0,RARE,311,Research & Development,7,3,Life Sciences,1659,1,M,77,3,1,Laboratory Technician,2,Single,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,Active
49,0,RARE,465,Research & Development,6,1,Life Sciences,1661,3,F,41,2,4,Healthcare Representative,3,Married,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,Active
36,0,NONE,894,Research & Development,1,4,Medical,1662,4,F,33,2,2,Manufacturing Director,3,Married,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,Active
36,0,RARE,1040,Research & Development,3,2,Life Sciences,1664,4,M,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,Active
54,0,RARE,584,Research & Development,22,5,Medical,1665,2,F,91,3,4,Manager,3,Married,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,Active
43,0,RARE,1291,Research & Development,15,2,Life Sciences,1666,3,M,65,2,4,Research Director,3,Married,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,Active
35,1,FREQ,880,Sales,12,4,Other,1667,4,M,36,3,2,Sales Executive,4,Single,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,Terminated
38,0,FREQ,1189,Research & Development,1,3,Life Sciences,1668,4,M,90,3,2,Research Scientist,4,Married,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,Active
29,0,RARE,991,Sales,5,3,Medical,1669,1,M,43,2,2,Sales Executive,2,Divorced,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,Active
33,0,RARE,392,Sales,2,4,Medical,1670,4,M,93,3,2,Sales Executive,4,Divorced,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,Active
32,0,RARE,977,Research & Development,2,3,Medical,1671,4,M,45,3,2,Research Scientist,2,Divorced,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,Active
31,0,RARE,1112,Sales,5,4,Life Sciences,1673,1,F,67,3,2,Sales Executive,4,Married,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,Active
49,0,RARE,464,Research & Development,16,3,Medical,1674,4,F,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,Active
38,0,FREQ,148,Research & Development,2,3,Medical,1675,4,F,42,2,1,Laboratory Technician,2,Single,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,Active
47,0,RARE,1225,Sales,2,4,Life Sciences,1676,2,F,47,4,4,Manager,2,Divorced,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,Active
49,0,RARE,809,Research & Development,1,3,Life Sciences,1677,3,M,36,3,4,Manager,3,Single,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,Active
41,0,RARE,1206,Sales,23,2,Life Sciences,1678,4,M,80,3,3,Sales Executive,3,Single,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,Active
20,0,RARE,727,Sales,9,1,Life Sciences,1680,4,M,54,3,1,Sales Representative,1,Single,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,Active
33,0,NONE,530,Sales,16,3,Life Sciences,1681,3,F,36,3,2,Sales Executive,4,Divorced,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,Active
36,0,RARE,1351,Research & Development,26,4,Life Sciences,1682,1,M,80,3,2,Healthcare Representative,3,Married,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,Active
44,0,RARE,528,Human Resources,1,3,Life Sciences,1683,3,F,44,3,1,Human Resources,4,Divorced,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,Active
23,1,RARE,1320,Research & Development,8,1,Medical,1684,4,M,93,2,1,Laboratory Technician,3,Single,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,Terminated
38,0,RARE,1495,Research & Development,4,2,Medical,1687,4,F,87,3,1,Laboratory Technician,3,Married,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,Active
53,0,RARE,1395,Research & Development,24,4,Medical,1689,2,M,48,4,3,Healthcare Representative,4,Married,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,Active
48,1,FREQ,708,Sales,7,2,Medical,1691,4,F,95,3,1,Sales Representative,3,Married,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,Terminated
32,1,RARE,1259,Research & Development,2,4,Life Sciences,1692,4,M,95,3,1,Laboratory Technician,2,Single,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,Terminated
26,0,NONE,786,Research & Development,7,3,Medical,1693,4,M,76,3,1,Laboratory Technician,4,Single,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,Active
55,0,RARE,1441,Research & Development,22,3,Technical Degree,1694,1,M,94,2,1,Research Scientist,2,Divorced,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,Active
34,0,RARE,1157,Research & Development,5,2,Medical,1696,2,M,57,2,2,Laboratory Technician,4,Married,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,Active
60,0,RARE,370,Research & Development,1,4,Medical,1697,3,M,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,Active
33,0,RARE,267,Research & Development,21,3,Medical,1698,2,M,79,4,1,Laboratory Technician,2,Married,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,Active
37,0,FREQ,1278,Sales,1,4,Medical,1700,3,M,31,1,2,Sales Executive,4,Divorced,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,Active
34,0,RARE,678,Research & Development,19,3,Life Sciences,1701,2,F,35,2,1,Research Scientist,4,Married,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,Active
23,1,RARE,427,Sales,7,3,Life Sciences,1702,3,M,99,3,1,Sales Representative,4,Divorced,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,Terminated
44,0,RARE,921,Research & Development,2,3,Life Sciences,1703,3,F,96,4,3,Healthcare Representative,4,Married,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,Active
35,0,FREQ,146,Research & Development,2,4,Medical,1704,1,M,79,2,1,Research Scientist,4,Single,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,Active
43,0,RARE,1179,Sales,2,3,Medical,1706,4,M,73,3,2,Sales Executive,4,Married,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,Active
24,0,RARE,581,Research & Development,9,3,Medical,1707,3,M,62,4,1,Research Scientist,3,Married,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,Active
41,0,RARE,918,Sales,6,3,Marketing,1708,4,M,35,3,3,Sales Executive,3,Single,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,Active
29,0,RARE,1082,Research & Development,9,4,Medical,1709,4,F,43,3,1,Laboratory Technician,3,Married,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,Active
36,0,RARE,530,Sales,2,4,Life Sciences,1710,3,F,51,3,2,Sales Representative,4,Single,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,Active
45,0,NONE,1238,Research & Development,1,1,Life Sciences,1712,3,M,74,2,3,Healthcare Representative,3,Married,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,Active
24,1,RARE,240,Human Resources,22,1,Human Resources,1714,4,M,58,1,1,Human Resources,3,Married,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,Terminated
47,1,FREQ,1093,Sales,9,3,Life Sciences,1716,3,M,82,1,4,Sales Executive,3,Married,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,Terminated
26,0,RARE,390,Research & Development,17,4,Medical,1718,4,M,62,1,1,Laboratory Technician,3,Married,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,Active
45,0,RARE,1005,Research & Development,28,2,Technical Degree,1719,4,F,48,2,4,Research Director,2,Single,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,Active
32,0,FREQ,585,Research & Development,10,3,Life Sciences,1720,1,M,56,3,1,Research Scientist,3,Married,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,Active
31,0,RARE,741,Research & Development,2,4,Life Sciences,1721,2,M,69,3,1,Laboratory Technician,3,Married,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,Active
41,0,NONE,552,Human Resources,4,3,Human Resources,1722,3,M,60,1,2,Human Resources,2,Married,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,Active
40,0,RARE,369,Research & Development,8,2,Life Sciences,1724,2,F,92,3,2,Manufacturing Director,1,Married,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,Active
24,0,RARE,506,Research & Development,29,1,Medical,1725,2,M,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,Active
46,0,RARE,717,Research & Development,13,4,Life Sciences,1727,3,M,34,3,2,Healthcare Representative,2,Single,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,Active
35,0,RARE,1370,Research & Development,27,4,Life Sciences,1728,4,M,49,3,2,Manufacturing Director,3,Married,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,Active
30,0,RARE,793,Research & Development,16,1,Life Sciences,1729,2,M,33,3,1,Research Scientist,4,Married,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,Active
47,0,NONE,543,Sales,2,4,Marketing,1731,3,M,87,3,2,Sales Executive,2,Married,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,Active
46,0,RARE,1277,Sales,2,3,Life Sciences,1732,3,M,74,3,3,Sales Executive,4,Divorced,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,Active
36,1,RARE,1456,Sales,13,5,Marketing,1733,2,M,96,2,2,Sales Executive,1,Divorced,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,Terminated
32,1,RARE,964,Sales,1,2,Life Sciences,1734,1,M,34,1,2,Sales Executive,2,Single,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,Terminated
23,0,RARE,160,Research & Development,4,1,Medical,1735,3,F,51,3,1,Laboratory Technician,2,Single,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,Active
31,0,FREQ,163,Research & Development,24,1,Technical Degree,1736,4,F,30,3,2,Manufacturing Director,4,Single,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,Active
39,0,NONE,792,Research & Development,1,3,Life Sciences,1737,4,M,77,3,2,Laboratory Technician,4,Married,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,Active
32,0,RARE,371,Sales,19,3,Life Sciences,1739,4,M,80,1,3,Sales Executive,3,Married,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,Active
40,0,RARE,611,Sales,7,4,Medical,1740,2,M,88,3,5,Manager,2,Single,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,Active
45,0,RARE,176,Human Resources,4,3,Life Sciences,1744,3,F,56,1,3,Human Resources,3,Married,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,Active
30,0,FREQ,1312,Research & Development,2,4,Technical Degree,1745,4,F,78,2,1,Research Scientist,1,Single,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,Active
24,0,FREQ,897,Human Resources,10,3,Medical,1746,1,M,59,3,1,Human Resources,4,Married,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,Active
30,1,FREQ,600,Human Resources,8,3,Human Resources,1747,3,F,66,2,1,Human Resources,4,Divorced,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,Terminated
31,0,RARE,1003,Sales,5,3,Technical Degree,1749,1,M,51,3,2,Sales Executive,3,Married,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,Active
